sku,nombre_producto,categoria_subcategoria,precio_lista,peso,proveedor,descripcion,stock_disponible,fecha_alta,activo
P-03381,Accesorios Moda Arrive 764,Moda > Accesorios Moda,"$ 11,774.67",5.81 kg,Véliz A.C.,Born success it business page detail suggest least forward around brother least style policy.,112.0,2021-03-04,0
P-03382,Accesorios Moda Responsibility 152,Moda > Accesorios Moda,"$ 5,177.15",20.0 kg,Gil-Pérez y Asociados,Kitchen issue dark organization without include allow us hold any leave pattern still television.,348.0,2022-10-05,1
P-03383,Cocina Citizen 764,Hogar > Cocina,"$ 10,866.77",27.43 kg,Orellana S.C.,Television memory adult prove majority military Republican laugh none meet measure eight describe give idea most.,376.0,2019-04-25,0
sku_03384,Calzado Including 305,Moda > Calzado,"$ 4,619.76",20.04 kg,Corporacin Romero y Riojas,,467.0,2023-03-29,0
PROD-03385,Laptops Note 764,Electrónica > Laptops,"$ 1,130.83",14.91 kg,Proyectos Bustamante y Almaraz,You language effect maybe voice doctor their war now key tonight either sport.,234.0,2021-06-13,1
SKU-03386,Infantil Performance 739,Moda > Infantil,"$ 7,865.86",16.36 kg,Trujillo S.A. de C.V.,Administration speech create seven wait his teach risk because structure high share.,107.0,2021-01-29,1
P-03387,Jardín Nearly 514,Hogar > Jardín,"$ 19,117.40",5.06 kg,"Sánchez, Quiñónez y Estrada",Everybody movie trade consumer family strategy final participant.,212.0,2020-02-25,1
P-03388,Ropa Hombre Themselves 353,Moda > Ropa Hombre,$ 546.65,23.33 kg,Laboratorios Vallejo y Roybal,Political last information for nothing prove cold special describe.,232.0,2021-08-08,1
PROD-03389,Jardín Born 322,Hogar > Jardín,"$ 8,396.34",0.46 kg,Viera-Domínguez,Trade impact dog work beat development think stop artist blood road remember.,490.0,2020-12-24,1
sku_03390,Muebles I 262,Hogar > Muebles,"$ 11,439.46",10.22 kg,"Herrera, Téllez y Peña",Sound ago total order fight safe example energy show radio national forget painting development effort choose.,338.0,2023-09-08,0
SKU-03391,Smartphones Opportunity 181,Electrónica > Smartphones,$ 980.33,29.75 kg,Bermúdez-Preciado,Though yourself reflect with performance rate its success others again may year whatever anyone institution.,220.0,2021-12-18,1
sku_03392,Calzado Win 749,Moda > Calzado,"$ 15,317.49",24.0 kg,"Paredes, Gracia y Coronado",Authority which factor team investment police that home bill service range structure everything wife important.,435.0,2023-06-27,0
03393,Accesorios Tree 232,Electrónica > Accesorios,"$ 16,247.95",28.57 kg,"Sevilla, Ulibarri y Tamayo",Anyone why garden million without never exactly question effort positive machine range window focus.,369.0,2024-03-24,1
SKU-03394,Decoración Member 292,Hogar > Decoración,"$ 23,107.53",19.93 kg,Ornelas-Pantoja,Expect according discover culture half second mind including language.,125.0,2024-04-30,1
03395,Ropa Hombre Perform 462,Moda > Ropa Hombre,"$ 8,081.01",17.01 kg,Serna S. R.L. de C.V.,Participant concern charge financial field upon information population beyond establish whole get media deep yet.,12.0,2019-04-21,1
PROD-03396,Calzado Bag 566,Moda > Calzado,"$ 11,866.12",29.33 kg,Proyectos González-Castillo,Occur bar carry technology idea defense usually strong work kitchen sell recently list mother officer sure.,310.0,2019-01-21,0
sku_03397,Infantil Company 854,Moda > Infantil,"$ 19,157.19",17.59 kg,Laureano-Benavídez,Media doctor probably growth have cup everything Mrs consider drop plant bring finish.,275.0,2022-03-31,0
03398,Ropa Hombre Toward 294,Moda > Ropa Hombre,"$ 1,564.69",20.83 kg,"Industrias Quiñones, Vargas y Villalpando",Local own single public have wind decision nation throw work south eat.,393.0,2020-06-25,1
P-03399,Ropa Mujer Western 630,Moda > Ropa Mujer,"$ 5,742.63",18.78 kg,"Laboratorios Ponce, Espinosa y Alarcón",Like add serve particular drug leg today staff change wonder.,482.0,2023-07-17,1
P-03400,Limpieza Discussion 404,Hogar > Limpieza,"$ 16,404.18",18.05 kg,Quintana y Cuellar e Hijos,Everything economy certain school notice something lot office it.,20.0,2023-09-21,1
SKU-03401,Cocina Yes 722,Hogar > Cocina,"$ 13,241.18",1.17 kg,Corporacin Rosales-Acosta,Close according culture development affect inside else real side result and throw site.,51.0,2021-06-15,1
sku_03402,Jardín Conference 655,Hogar > Jardín,"$ 2,384.47",3.92 kg,"Zelaya, Cabrera y Alvarez",Throughout among teach must mind cost same miss security office test see age into sell picture.,354.0,2020-02-05,1
03403,Jardín Herself 429,Hogar > Jardín,"$ 1,470.59",3.05 kg,Club de la Rosa y Velásquez,Weight rich herself model happen Mrs step career century dark religious bar impact least.,314.0,2019-10-24,1
SKU-03404,Accesorios Moda Time 220,Moda > Accesorios Moda,"$ 12,600.79",2.47 kg,"Industrias Pineda, Guevara y Alejandro",As have sure player last agency simple.,106.0,2020-11-06,1
03405,Laptops Thing 571,Electrónica > Laptops,"$ 20,979.65",10.54 kg,Industrias Guzmán-Casanova,Short stop themselves visit kitchen understand serious surface nation recent instead.,263.0,2022-02-03,1
03406,Limpieza Simply 940,Hogar > Limpieza,"$ 14,531.33",7.35 kg,"Club Núñez, Matías y Rosales",Bed would would onto line modern technology real support easy contain various nearly you.,383.0,2019-10-05,1
SKU-03407,Audio Success 129,Electrónica > Audio,"$ 17,764.41",25.11 kg,Corporacin Marrero y Llamas,Relate pressure since worker than hospital still laugh security.,35.0,2020-02-05,0
03408,Accesorios Through 698,Electrónica > Accesorios,"$ 2,644.56",1.32 kg,Escobedo-Reyna y Asociados,Service main service establish explain box phone unit choice college.,345.0,2020-04-05,0
P-03409,Infantil Actually 937,Moda > Infantil,"$ 16,661.23",7.26 kg,Olmos-Pineda,Who prevent size sign story put son capital not safe business military language next think.,108.0,2024-02-03,1
sku_03410,Jardín However 119,Hogar > Jardín,"$ 4,464.82",19.39 kg,Herrera-Vélez e Hijos,Trouble it or present painting enjoy avoid.,83.0,2019-08-22,1
PROD-03411,Accesorios Moda If 844,Moda > Accesorios Moda,"$ 1,338.17",3.05 kg,Corporacin Arenas-Alcántar,,261.0,2023-06-23,0
P-03412,Infantil Really 435,Moda > Infantil,"$ 5,858.76",23.21 kg,Reséndez y Apodaca S. R.L. de C.V.,Current result pattern audience certainly old yourself help fill control medical red some black arm.,144.0,2020-09-14,1
P-03413,Decoración Know 502,Hogar > Decoración,"$ 22,559.09",21.47 kg,Laboratorios Morales y Nava,Plant growth out prepare practice indeed computer phone rather himself.,38.0,2020-05-01,1
03414,Televisores First 912,Electrónica > Televisores,"$ 19,377.27",17.75 kg,Club Caraballo-Sepúlveda,Cell five natural national old soldier ability whom.,375.0,2019-12-30,1
SKU-03415,Audio Official 682,Electrónica > Audio,"$ 10,003.67",16.07 kg,Alba S. R.L. de C.V.,Service million himself all attention this about between other company where region agent sister including.,193.0,2024-01-23,1
PROD-03416,Infantil All 465,Moda > Infantil,$ 73.74,16.34 kg,"Niño, Casanova y Bernal",Practice word production experience site evening soon maintain single subject community teach research manager.,455.0,2019-11-13,1
P-03417,Jardín Mission 501,Hogar > Jardín,"$ 11,586.88",4.16 kg,Corporacin Carrera y Sevilla,Defense next well simply authority onto range mean song do throughout recognize another.,15.0,2023-09-15,0
sku_03418,Limpieza Perhaps 452,Hogar > Limpieza,"$ 21,386.03",7.73 kg,Club Contreras-Molina,Now major when heart respond end bring business service allow specific summer line leg.,394.0,2022-01-18,1
P-03419,Televisores Piece 786,Electrónica > Televisores,"$ 19,454.24",6.05 kg,"Pedroza, Villaseñor y Espinoza",Require realize direction but who ground reality finally.,31.0,2023-05-10,1
SKU-03420,Jardín Account 525,Hogar > Jardín,"$ 3,407.93",23.57 kg,Ruiz y Guajardo S.A.,Arm rather blood authority month language seem final reflect than.,186.0,2020-04-18,0
sku_03421,Infantil Minute 280,Moda > Infantil,"$ 12,833.69",0.46 kg,"del Valle, Ríos y Vázquez",Moment necessary their mouth particularly coach increase agency energy high candidate law.,226.0,2022-10-16,1
sku_03422,Ropa Mujer Under 972,Moda > Ropa Mujer,"$ 4,846.26",18.4 kg,"Báez, Vigil y Flores",Become thousand bill offer different various affect together attorney own stuff serious ask.,184.0,2023-01-23,0
PROD-03423,Infantil Industry 975,Moda > Infantil,"$ 9,100.31",8.86 kg,Club Verdugo y Flórez,Choose myself adult democratic large allow air not thought.,205.0,2021-08-04,1
03424,Cocina Very 347,Hogar > Cocina,"$ 21,128.26",7.07 kg,Munguía-Guerra,Strategy find avoid trouble everyone pattern bank relate.,295.0,2024-02-18,1
P-03425,Calzado Team 840,Moda > Calzado,"$ 16,030.79",5.52 kg,Industrias Alfaro y Nieves,Along let central make already sea hair receive number necessary its successful daughter.,189.0,2021-09-04,1
03426,Jardín Reveal 972,Hogar > Jardín,"$ 18,046.68",24.42 kg,Club Rascón-Loya,Director whether gun born I could car wind along successful office help.,,2020-08-30,1
P-03427,Infantil Call 733,Moda > Infantil,"$ 8,797.61",18.76 kg,Mojica-Molina,Each these guy avoid role full deal price ahead how data ten various strong.,240.0,2022-06-29,1
sku_03428,Ropa Mujer The 749,Moda > Ropa Mujer,"$ 17,172.83",0.49 kg,Huerta-Colunga S. R.L. de C.V.,Fall a finally point cut note quite increase draw.,47.0,2022-04-30,0
03429,Audio Order 233,Electrónica > Audio,"$ 6,367.61",10.02 kg,"Industrias Bueno, Guillen y Solano",Develop himself produce military well lose customer.,265.0,2021-07-23,0
SKU-03430,Limpieza Point 326,Hogar > Limpieza,$ 716.54,8.32 kg,Castellanos-Quesada,Onto them affect activity somebody fear hot race.,300.0,2024-05-21,0
SKU-03431,Muebles Method 470,Hogar > Muebles,"$ 3,733.70",11.12 kg,"Bañuelos, Fuentes y Orosco",Analysis require issue drop building hospital accept store adult officer shoulder tough.,256.0,2021-08-15,1
P-03432,Ropa Hombre Hospital 360,Moda > Ropa Hombre,"$ 12,349.21",5.77 kg,Olivárez-Córdova S. R.L. de C.V.,Memory push responsibility fact team explain claim best black population our cell.,190.0,2022-10-21,1
P-03433,Cocina Condition 491,Hogar > Cocina,"$ 15,980.93",16.45 kg,Cintrón y Leal y Asociados,Believe within black mission use according season.,126.0,2021-09-23,0
SKU-03434,Calzado Threat 463,Moda > Calzado,"$ 1,705.19",23.52 kg,Paz y Muñiz A.C.,Born main give lead gas try sea understand hope tough list great again husband those positive.,,2023-03-20,1
SKU-03435,Decoración Recently 522,Hogar > Decoración,"$ 999,999.00",0.25 kg,de la Fuente-Mondragón,Purpose traditional physical exist cultural page issue interesting they.,186.0,2022-01-08,0
PROD-03436,Accesorios Truth 274,Electrónica > Accesorios,"$ 24,085.49",2.24 kg,Leyva-Rojas e Hijos,Story police six clearly central about suddenly watch without ball air dinner situation fund expect.,389.0,2020-04-30,1
P-03437,Limpieza However 374,Hogar > Limpieza,"$ 2,294.58",22.26 kg,Laboratorios Corona-Perales,Because factor central white team light rather old just far design.,156.0,2021-08-04,1
SKU-03438,Infantil Treat 226,Moda > Infantil,"$ 20,495.57",24.3 kg,Mascareñas-Pineda A.C.,Guy happy address nice anything certain pay adult interview old figure.,486.0,2021-10-14,1
SKU-03439,Muebles Deal 494,Hogar > Muebles,"$ 16,697.50",8.91 kg,Vallejo-Solorio S. R.L. de C.V.,Interesting true career last catch effect include behavior west particular not wait.,401.0,2023-05-23,1
SKU-03440,Calzado Every 699,Moda > Calzado,"$ 15,583.36",14.99 kg,Chávez-Candelaria,Arm miss enough issue father among structure industry keep both arrive into.,365.0,2019-03-01,1
P-03441,Ropa Mujer Computer 942,Moda > Ropa Mujer,"$ 1,868.32",23.55 kg,"Razo, Montemayor y Otero",Guy friend traditional dark probably could sea late cost.,348.0,2019-09-10,0
sku_03442,Calzado Culture 198,Moda > Calzado,$ 598.88,25.45 kg,Lozano-Frías y Asociados,Agreement office federal attorney have quickly benefit easy within pass go near never network knowledge.,166.0,2020-08-27,1
03443,Infantil Positive 243,Moda > Infantil,"$ 5,290.16",12.57 kg,"Industrias García, Rosales y Benavides",Deep summer sea peace tough ago true shake weight clear.,78.0,2024-03-13,1
sku_03444,Infantil Pay 905,Moda > Infantil,"$ 19,389.84",3.24 kg,Matos A.C.,Prepare wish its board speech sit wall expect everyone impact wall look employee.,409.0,2021-02-21,1
03445,Muebles One 212,Hogar > Muebles,"$ 9,168.93",2.14 kg,Industrias Negrete-Arenas,Him former answer end good seat back term though figure some stock.,217.0,2022-10-28,1
SKU-03446,Decoración Painting 873,Hogar > Decoración,"$ 21,996.35",8.14 kg,Villanueva-Peres,North green third thing often color it across minute pick share blood draw put check raise.,148.0,2021-10-02,1
03447,Smartphones Chance 326,Electrónica > Smartphones,"$ 13,588.33",1.72 kg,Franco y Arroyo y Asociados,Early voice pull right seven front north.,219.0,2020-04-16,1
03448,Laptops Not 646,Electrónica > Laptops,"$ 7,380.09",11.19 kg,"Corporacin Granados, de la Garza y Munguía",,157.0,2023-07-13,1
PROD-03449,Infantil Sound 143,Moda > Infantil,"$ 21,982.35",6.83 kg,"Club Padrón, Gonzales y Segura",Technology none take along give morning day painting yourself.,356.0,2022-05-15,0
PROD-03450,Accesorios Moda And 653,Moda > Accesorios Moda,"$ 10,752.97",15.22 kg,"Club Tafoya, Avilés y Vásquez",Crime wife major threat safe must speech dinner top face bit issue.,95.0,2020-07-27,1
SKU-03451,Accesorios Moda May 375,Moda > Accesorios Moda,"$ 14,189.60",29.72 kg,Grupo Regalado-Batista,Social or receive that ok position same foreign suddenly thing official alone government machine.,329.0,2020-09-12,1
sku_03452,Smartphones Which 628,Electrónica > Smartphones,"$ 3,568.50",29.82 kg,Meléndez S.A.,Give religious agency job want yes threat easy lawyer its debate.,207.0,2021-07-31,1
03453,Audio Question 553,Electrónica > Audio,"$ 5,096.94",22.87 kg,"Cabán, Girón y Hurtado",Early sign understand fish song including interesting fire trip person none.,201.0,2021-12-23,0
SKU-03454,Audio Couple 479,Electrónica > Audio,"$ 17,120.64",20.9 kg,Maldonado S.A. de C.V.,Dinner respond despite white way major amount put play bad project American important.,500.0,2020-08-16,1
SKU-03455,Calzado Southern 203,Moda > Calzado,"$ 3,657.17",18.38 kg,Luevano y Guillen S.A. de C.V.,Raise wish under enter rate final again large million task change officer.,415.0,2022-02-03,0
P-03456,Calzado Movement 678,Moda > Calzado,"$ 14,523.94",4.87 kg,Cruz y Segovia S.C.,His receive beat plan issue usually special physical on likely account quite control.,329.0,2020-06-05,1
sku_03457,Ropa Mujer Economy 299,Moda > Ropa Mujer,"$ 19,248.62",10.5 kg,Despacho Montenegro y Bermúdez,See kid rock Democrat economic and design away yet cover avoid general purpose.,234.0,2022-10-22,1
SKU-03458,Audio Senior 255,Electrónica > Audio,"$ 23,340.66",14.98 kg,"Gollum, Crespo y Meléndez",Source see central buy board your leave understand color.,396.0,2020-09-12,1
03459,Audio Light 817,Electrónica > Audio,"$ 5,738.70",23.92 kg,Monroy y Briseño S.C.,Effort much though seek run find exactly who use soldier.,27.0,2021-02-26,0
03460,Accesorios Moda Key 485,Moda > Accesorios Moda,"$ 8,996.52",26.76 kg,Reséndez-Toledo,Later visit create present sing mention force computer I list risk.,47.0,2024-01-15,1
PROD-03461,Muebles Address 618,Hogar > Muebles,"$ 14,218.56",21.59 kg,Proyectos Chavarría-Almaraz,Test mission page difference create buy natural hand medical yet bit health item mind whose.,394.0,2021-09-12,1
PROD-03462,Televisores Voice 887,Electrónica > Televisores,"$ 22,799.89",2.15 kg,Aranda y Mojica e Hijos,Today meet per seem provide example way southern continue money color.,256.0,2022-08-25,1
03463,Laptops Attorney 969,Electrónica > Laptops,"$ 11,009.69",23.16 kg,Córdova-Feliciano,Day realize almost vote nation design space strong back nor ready might couple treat.,388.0,2020-02-01,0
P-03464,Ropa Hombre Source 532,Moda > Ropa Hombre,"$ 24,516.87",15.98 kg,Corporacin Valenzuela y Jaramillo,Operation cut season according fund practice about together modern.,11.0,2023-04-19,1
P-03465,Muebles Single 527,Hogar > Muebles,"$ 15,192.28",14.56 kg,Olvera-Malave S. R.L. de C.V.,Everyone born ball experience include oil rise culture real imagine.,199.0,2021-12-17,1
03466,Ropa Hombre Take 834,Moda > Ropa Hombre,"$ 4,029.37",13.48 kg,"Villalobos, Zedillo y Candelaria",Data doctor road power thousand claim maintain receive.,466.0,2019-08-01,0
P-03467,Ropa Hombre Open 248,Moda > Ropa Hombre,"$ 13,880.27",25.84 kg,Briseño y Granados S.A.,Next hair together process control read movement alone.,62.0,2023-05-19,1
03468,Calzado Continue 605,Moda > Calzado,"$ 12,693.85",1.66 kg,Flórez-Matos A.C.,Customer main impact prepare each financial trial list.,486.0,2023-06-28,0
sku_03469,Laptops Near 162,Electrónica > Laptops,"$ 21,935.92",10.97 kg,Urías-Rosas,,317.0,2023-04-27,1
PROD-03470,Smartphones Look 307,Electrónica > Smartphones,"$ 17,006.54",18.07 kg,Grupo Zamudio y Avilés,Actually memory finally yes line including real economy meeting about reason easy because.,471.0,2021-12-04,1
